Reviewer_Nationality,lat,lng,Reviewer_Score
 ,48.8645647,2.2821827,9.2
 ,48.8648997,2.3469432999999995,7.5
 ,48.865739399999995,2.3274415,10.0
 ,48.8672694,2.2878666,8.15
 ,48.8678432,2.3033075000000003,7.9
 ,48.8686434,2.2984054,8.149999999999999
 ,48.8687804,2.3610196,10.0
 ,48.8691758,2.3205807000000003,5.0
 ,48.87018870000001,2.2997281000000003,9.6
 ,48.8708419,2.3605864,7.9
 ,48.870961,2.3267678,10.0
 ,48.8712877,2.3191903,9.6
 ,48.8714152,2.3239679,10.0
 ,48.8715828,2.3224853,8.55
 ,48.871859,2.2978177000000004,8.8
 ,48.8719212,2.2971404,5.0
 ,48.8719889,2.3492912999999995,7.5
 ,48.872288399999995,2.3090359,7.9
 ,48.8724945,2.3091549,10.0
 ,48.8725794,2.3075779,8.8
 ,48.8732068,2.3239015,8.3
 ,48.8743885,2.2980915,7.5
 ,48.8747153,2.2906388,8.8
 ,48.874853,2.3245798,8.100000000000001
 ,48.8758981,2.3590504,4.6
 ,48.877675599999996,2.3493159,7.5
 ,48.8799239,2.3288332,9.6
 ,48.8802782,2.2843852000000004,9.2
 ,48.8811741,2.2948337000000003,9.6
 ,48.8816073,2.3371647999999996,9.6
 ,48.8848583,2.2997023,7.5
 ,48.8865626,2.3329647999999996,7.5
 ,51.42424129999999,-0.22935029999999998,5.0
 ,51.4689559,-0.1787256,7.1
 ,51.475172,-0.1870629,9.399999999999999
 ,51.4801631,-0.0097201,6.05
 ,51.481663,-0.1909565,9.2
 ,51.4915712,-0.1963192,9.6
 ,51.4916677,-0.1947475,7.1000000000000005
 ,51.4919588,-0.2200956,6.975
 ,51.4924184,-0.27847009999999994,9.399999999999999
 ,51.4925138,-0.17879170000000003,6.7
 ,51.4927325,-0.15737079999999998,10.0
 ,51.4930097,-0.159715,10.0
 ,51.4931086,-0.190208,9.6
 ,51.4938468,-0.19175820000000002,10.0
 ,51.4942539,-0.1414756,7.725
 ,51.4945144,-0.1866172,6.3
 ,51.494775399999995,-0.177789,2.5
 ,51.4953691,-0.18189660000000002,9.2
 ,51.4954976,-0.1893691,7.9
 ,51.4956657,-0.1452793,8.200000000000001
 ,51.4957436,-0.1477528,5.133333333333333
 ,51.4959227,-0.17029170000000002,7.9
 ,51.496739899999994,-0.2064723,6.699999999999999
 ,51.4973203,-0.1562558,8.3
 ,51.4973568,-0.15767279999999997,5.4
 ,51.498147100000004,-0.14364920000000003,10.0
 ,51.4986732,-0.13768670000000002,8.75
 ,51.499046,-0.1917073,8.3
 ,51.4999683,-0.15999270000000002,6.1499999999999995
 ,51.499981,-0.19287910000000003,9.52
 ,51.500197899999996,-0.17953570000000002,7.5
 ,51.5007324,-0.01655,9.2
 ,51.5009609,-0.1165913,7.75
 ,51.5013149,-0.21744589999999997,9.15
 ,51.5014001,-0.11600919999999999,7.5
 ,51.5019097,-0.0232208,6.8
 ,51.50270220000001,-0.1882164,7.9
 ,51.5039399,-0.2244232,9.033333333333333
 ,51.5045326,-0.2191174,9.2
 ,51.504575,-0.082675,9.6
 ,51.5050355,-0.1500864,7.5
 ,51.5051084,-0.21326599999999998,7.925
 ,51.5051507,-0.10047239999999999,9.450000000000001
 ,51.50548320000001,-0.0951196,7.1
 ,51.5055513,-0.1501698,7.1000000000000005
 ,51.5056956,-0.101525,9.2
 ,51.505933399999996,-0.14894179999999999,7.2
 ,51.5060237,-0.151078,6.7
 ,51.5064534,-0.14561459999999998,6.3
 ,51.506460700000005,-0.1454198,7.1
 ,51.5064721,-0.0716893,8.15
 ,51.506557799999996,-0.004514,8.8
 ,51.506935,-0.12601199999999999,7.5
 ,51.507374,-0.129135,8.75
 ,51.507377000000005,0.038657,8.766666666666667
 ,51.507745899999996,-0.1378733,10.0
 ,51.5078943,-0.1436707,7.9
 ,51.5083537,0.0198855,7.5
 ,51.5084036,-0.1067988,4.0
 ,51.5084195,0.0253216,6.15
 ,51.509133,-0.130189,5.0
 ,51.5092876,-0.13700620000000002,4.2
 ,51.5100362,-0.190657,5.4
 ,51.510237,-0.0764428,8.766666666666667
 ,51.510459999999995,-0.1875844,3.8
 ,51.5104624,-0.0795502,9.6
 ,51.5104696,-0.12658239999999998,10.0
 ,51.510574,-0.1509951,8.333333333333334
 ,51.5108412,-0.0780581,7.44
 ,51.5109945,-0.18634170000000003,5.983333333333334
 ,51.5110993,-0.1208673,6.95
 ,51.5117907,-0.306071,10.0
 ,51.511879,-0.118552,9.6
 ,51.5119446,-0.17993900000000002,8.75
 ,51.51219570000001,-0.1318384,8.8
 ,51.512465500000005,-0.182274,5.2
 ,51.5126758,-0.1867828,7.1
 ,51.5127453,-0.1926437,6.840000000000001
 ,51.5127964,-0.0847973,6.449999999999999
 ,51.5129736,-0.1837431,7.1
 ,51.51320689999999,-0.18078160000000001,8.55
 ,51.51338320000001,-0.19266170000000002,7.9
 ,51.51346029999999,-0.1833081,9.8
 ,51.5135929,-0.09078330000000001,9.2
 ,51.51392979999999,-0.101126,6.800000000000001
 ,51.513969200000005,-0.18282020000000002,9.2
 ,51.5139805,-0.1337948,8.3
 ,51.514218400000004,-0.18090320000000001,6.533333333333334
 ,51.5143624,-0.1394483,6.45
 ,51.5144381,-0.15583370000000002,5.8
 ,51.514573,-0.15666,5.4
 ,51.5146025,-0.1481978,9.2
 ,51.5147387,-0.1341108,7.1
 ,51.514879,-0.1606501,7.45
 ,51.514958299999996,-0.08238689999999999,8.3
 ,51.51505220000001,-0.15923900000000002,9.333333333333334
 ,51.5150534,-0.1739974,7.9
 ,51.5153672,-0.1783271,6.8
 ,51.515632000000004,-0.17573699999999998,9.8
 ,51.51611389999999,-0.1749521,2.5
 ,51.5161286,-0.06244580000000001,5.4
 ,51.5161911,-0.1579487,5.4
 ,51.516516499999994,-0.15097349999999998,9.6
 ,51.5166755,-0.0697897,7.300000000000001
 ,51.5166887,-0.1706147,4.2
 ,51.5167472,-0.135965,9.2
 ,51.5172825,-0.0812451,6.7
 ,51.5179659,-0.12343430000000001,7.9
 ,51.5179725,-0.12804949999999998,7.575
 ,51.51802070000001,-0.1500567,9.6
 ,51.5188,-0.153839,7.5
 ,51.51890770000001,-0.1421957,9.2
 ,51.5189182,-0.0866009,9.6
 ,51.519568799999995,-0.170521,5.0
 ,51.5195857,-0.1584803,8.15
 ,51.519616,-0.1218432,7.5
 ,51.5201065,-0.1221393,7.5
 ,51.5206309,-0.09153410000000001,8.55
 ,51.5207945,-0.1310845,5.0
 ,51.520815500000005,-0.0915319,7.366666666666667
 ,51.520943,-0.10045810000000001,10.0
 ,51.5210117,-0.2628618,8.8
 ,51.521330299999995,-0.2915052,8.8
 ,51.5218066,-0.0856081,7.933333333333334
 ,51.522052200000005,-0.132414,5.0
 ,51.5220869,-0.1082443,7.1
 ,51.5222472,-0.14261279999999998,10.0
 ,51.5241373,-0.07869830000000001,9.466666666666667
 ,51.5241386,-0.1380807,3.3
 ,51.52653529999999,-0.1361682,7.5
 ,51.5273442,-0.0796152,9.6
 ,51.5278465,-0.0889473,8.84
 ,51.5286766,-0.12834890000000002,10.0
 ,51.5291423,-0.13727820000000002,7.5
 ,51.5294411,-0.12337449999999998,10.0
 ,51.5298597,-0.1444623,7.5
 ,51.531979,-0.061598,7.5
 ,51.5322508,-0.1095714,10.0
 ,51.5373904,-0.0023366999999999997,7.1
 ,51.5404555,-0.1460833,8.3
 ,51.5731061,-0.22333320000000004,7.5
 ,52.3047669,4.9476868,8.55
 ,52.314371,4.938806400000001,8.066666666666665
 ,52.333803,4.8884707999999994,8.55
 ,52.335182,4.9138687999999995,10.0
 ,52.3351951,4.8885354,4.6
 ,52.341789399999996,4.824952,7.300000000000001
 ,52.3419432,4.8759604,8.45
 ,52.3451511,4.925237200000001,9.6
 ,52.346644899999994,4.8310984,8.16
 ,52.3486098,4.8844292000000005,8.766666666666666
 ,52.3504558,4.8770194,7.1
 ,52.351113700000006,4.8411629000000005,8.766666666666667
 ,52.351144700000006,4.8740764,6.3
 ,52.354265500000004,4.8664365,9.6
 ,52.35609229999999,4.885822900000001,9.2
 ,52.357655,4.844576,10.0
 ,52.3583821,4.8988777,8.55
 ,52.3613814,4.8832594,7.1
 ,52.361757700000005,4.8780052000000005,8.3
 ,52.3625662,4.8779224999999995,8.8
 ,52.364962,4.873495,7.9
 ,52.364971000000004,4.883982700000001,10.0
 ,52.3663466,4.8985764000000005,7.1
 ,52.3681299,4.8440847,6.65
 ,52.3697554,4.8887815,8.8
 ,52.3702469,4.8966743,7.1
 ,52.3705447,4.888643900000001,10.0
 ,52.3711037,4.893678700000001,8.55
 ,52.3744149,4.9041443,9.0
 ,52.3754926,4.892987799999999,9.6
 ,52.3760456,4.8943917,7.9
 ,52.3764175,4.900220099999999,9.399999999999999
 ,52.377278000000004,4.897818,7.233333333333334
 ,52.377743,4.897057,9.6
 ,52.3781016,4.9142508000000005,8.15
 ,52.378682299999994,4.8207832999999995,8.3
 ,52.384605900000004,4.894186599999999,7.925000000000001
 ,52.385601,4.8470597,9.4
 Abkhazia Georgia ,41.371308,2.181698,9.6
 Abkhazia Georgia ,41.375029299999994,2.1491172,9.6
 Abkhazia Georgia ,41.379012599999996,2.1696339,7.9
 Abkhazia Georgia ,41.379205299999995,2.1427989,5.4
 Abkhazia Georgia ,41.383354100000005,2.1794038,7.5
 Abkhazia Georgia ,41.3842838,2.1707092,4.6
 Abkhazia Georgia ,41.3856387,2.1668274,10.0
 Abkhazia Georgia ,41.385816999999996,2.1256789,8.8
 Abkhazia Georgia ,41.386136,2.1682914,8.3
 Abkhazia Georgia ,41.386145899999995,2.1711593999999996,10.0
 Abkhazia Georgia ,41.386956500000004,2.1665338,10.0
 Abkhazia Georgia ,41.38793,2.1568061000000003,4.2
 Abkhazia Georgia ,41.3891168,2.1671986,8.066666666666668
 Abkhazia Georgia ,41.390848600000005,2.1680745,8.3
 Abkhazia Georgia ,41.390981599999996,2.1714938,10.0
 Abkhazia Georgia ,41.3910786,2.1717285,8.3
 Abkhazia Georgia ,41.392018,2.157066,7.1
 Abkhazia Georgia ,41.392095,2.158493,9.6
 Abkhazia Georgia ,41.393559100000004,2.1993915,9.6
 Abkhazia Georgia ,41.394507399999995,2.1632659,10.0
 Abkhazia Georgia ,41.3971434,2.1921947,9.6
 Abkhazia Georgia ,41.3980162,2.1581229,9.6
 Abkhazia Georgia ,41.3982129,2.1494179,9.6
 Abkhazia Georgia ,45.4630441,9.183607,10.0
 Abkhazia Georgia ,45.467230900000004,9.184154,9.6
 Abkhazia Georgia ,45.477090600000004,9.2054208,9.2
 Abkhazia Georgia ,45.479440600000004,9.209675599999999,8.8
 Abkhazia Georgia ,45.4830211,9.2033246,8.8
 Abkhazia Georgia ,45.4881471,9.2016609,7.9
 Abkhazia Georgia ,48.1791893,16.3625367,10.0
 Abkhazia Georgia ,48.1825159,16.332242800000003,6.3
 Abkhazia Georgia ,48.187794200000006,16.272721400000002,7.5
 Abkhazia Georgia ,48.19255820000001,16.3576071,7.9
 Abkhazia Georgia ,48.194529700000004,16.340327,6.3
 Abkhazia Georgia ,48.1954348,16.383429,10.0
 Abkhazia Georgia ,48.197951399999994,16.336318,8.3
 Abkhazia Georgia ,48.2133054,16.3567884,9.6
 Abkhazia Georgia ,48.2142766,16.3801779,10.0
 Abkhazia Georgia ,48.2145071,16.284504199999997,7.5
 Abkhazia Georgia ,48.2217697,16.3578738,8.8
 Abkhazia Georgia ,48.251195,16.2989165,10.0
 Abkhazia Georgia ,48.849180100000005,2.3423357000000005,9.2
 Abkhazia Georgia ,48.852421500000005,2.3743832,10.0
 Abkhazia Georgia ,48.854732899999995,2.3395277,10.0
 Abkhazia Georgia ,48.8554268,2.4152555,9.2
 Abkhazia Georgia ,48.8603483,2.3440535,3.8
 Abkhazia Georgia ,48.8642689,2.3308179,8.3
 Abkhazia Georgia ,48.8675674,2.3539896000000002,10.0
 Abkhazia Georgia ,48.8683593,2.3002117,5.8
 Abkhazia Georgia ,48.8691399,2.2981024,8.0
 Abkhazia Georgia ,48.8691758,2.3205807000000003,7.9
 Abkhazia Georgia ,48.8713421,2.3280722999999997,9.6
 Abkhazia Georgia ,48.8715828,2.3224853,7.5
 Abkhazia Georgia ,48.872174,2.328075,8.3
 Abkhazia Georgia ,48.8732706,2.3450746,9.6
 Abkhazia Georgia ,48.8749511,2.3259532000000003,6.3
 Abkhazia Georgia ,48.8793427,2.3577745,8.3
 Abkhazia Georgia ,48.8800565,2.3342353,6.7
 Abkhazia Georgia ,48.8802782,2.2843852000000004,2.9
 Abkhazia Georgia ,48.8836255,2.3340537999999995,6.3
 Abkhazia Georgia ,51.4778583,-0.0137463,6.3
 Abkhazia Georgia ,51.4916378,-0.18328329999999998,10.0
 Abkhazia Georgia ,51.493235600000006,-0.1269082,7.9
 Abkhazia Georgia ,51.493508299999995,-0.1834346,7.925000000000001
 Abkhazia Georgia ,51.4938468,-0.19175820000000002,8.8
 Abkhazia Georgia ,51.4938733,-0.1824963,8.15
 Abkhazia Georgia ,51.494265399999996,-0.13660260000000002,8.8
 Abkhazia Georgia ,51.49430770000001,-0.1755579,10.0
 Abkhazia Georgia ,51.494775399999995,-0.177789,5.4
 Abkhazia Georgia ,51.4953691,-0.18189660000000002,9.2
 Abkhazia Georgia ,51.4956883,-0.1827878,5.0
 Abkhazia Georgia ,51.496739899999994,-0.2064723,5.8
 Abkhazia Georgia ,51.4981225,-0.1799693,8.3
 Abkhazia Georgia ,51.4990259,-0.1427453,9.2
 Abkhazia Georgia ,51.499046,-0.1917073,8.3
 Abkhazia Georgia ,51.499981,-0.19287910000000003,9.6
 Abkhazia Georgia ,51.5007324,-0.01655,8.8
 Abkhazia Georgia ,51.5012329,-0.1859937,8.3
 Abkhazia Georgia ,51.5014001,-0.11600919999999999,10.0
 Abkhazia Georgia ,51.5024348,-0.0002497,10.0
 Abkhazia Georgia ,51.5043483,-0.0334436,10.0
 Abkhazia Georgia ,51.5044972,-0.0855562,9.15
 Abkhazia Georgia ,51.5056956,-0.101525,8.8
 Abkhazia Georgia ,51.5064534,-0.14561459999999998,8.8
 Abkhazia Georgia ,51.506935,-0.12601199999999999,7.1
 Abkhazia Georgia ,51.5072713,-0.0211213,10.0
 Abkhazia Georgia ,51.5078943,-0.1436707,5.4
 Abkhazia Georgia ,51.5083719,0.035576800000000006,10.0
 Abkhazia Georgia ,51.5084595,-0.1311382,10.0
 Abkhazia Georgia ,51.50952589999999,-0.1967234,10.0
 Abkhazia Georgia ,51.5104624,-0.0795502,9.2
 Abkhazia Georgia ,51.5104696,-0.12658239999999998,9.2
 Abkhazia Georgia ,51.510574,-0.1509951,6.3
 Abkhazia Georgia ,51.5108412,-0.0780581,9.2
 Abkhazia Georgia ,51.5110993,-0.1208673,7.1
 Abkhazia Georgia ,51.5111922,-0.11940060000000001,9.6
 Abkhazia Georgia ,51.5119446,-0.17993900000000002,10.0
 Abkhazia Georgia ,51.51224570000001,-0.0757326,10.0
 Abkhazia Georgia ,51.5127964,-0.0847973,5.0
 Abkhazia Georgia ,51.51338320000001,-0.19266170000000002,7.9
 Abkhazia Georgia ,51.5135555,-0.180002,8.8
 Abkhazia Georgia ,51.51392979999999,-0.101126,8.8
 Abkhazia Georgia ,51.514218400000004,-0.18090320000000001,3.8
 Abkhazia Georgia ,51.5153672,-0.1783271,8.3
 Abkhazia Georgia ,51.5157316,-0.1802179,10.0
 Abkhazia Georgia ,51.5162883,-0.1721078,8.8
 Abkhazia Georgia ,51.519568799999995,-0.170521,9.6
 Abkhazia Georgia ,51.5199224,-0.2116636,7.5
 Abkhazia Georgia ,51.522052200000005,-0.132414,9.6
 Abkhazia Georgia ,51.5226217,-0.1251602,3.3
 Abkhazia Georgia ,51.5241373,-0.07869830000000001,7.5
 Abkhazia Georgia ,51.5254162,-0.07728489999999999,7.9
 Abkhazia Georgia ,51.526776899999994,-0.1324905,9.2
 Abkhazia Georgia ,51.5278465,-0.0889473,9.399999999999999
 Abkhazia Georgia ,51.529257,-0.16835799999999998,6.7
 Abkhazia Georgia ,51.5366053,-0.19198320000000002,8.3
 Abkhazia Georgia ,51.5404555,-0.1460833,7.5
 Abkhazia Georgia ,51.5421476,-0.1703073,9.6
 Abkhazia Georgia ,51.559095500000005,-0.284704,7.1
 Abkhazia Georgia ,52.3451511,4.925237200000001,10.0
 Abkhazia Georgia ,52.349743100000005,4.8911907999999995,3.3
 Abkhazia Georgia ,52.35609229999999,4.885822900000001,6.7
 Abkhazia Georgia ,52.357655,4.844576,9.4
 Abkhazia Georgia ,52.3583821,4.8988777,9.6
 Abkhazia Georgia ,52.36057589999999,4.915968299999999,7.5
 Abkhazia Georgia ,52.3611852,4.893634099999999,8.8
 Abkhazia Georgia ,52.3630682,4.879445099999999,7.5
 Abkhazia Georgia ,52.365386799999996,4.8931979000000005,10.0
 Abkhazia Georgia ,52.3657092,4.8966912,8.75
 Abkhazia Georgia ,52.3681299,4.8440847,8.3
 Abkhazia Georgia ,52.3681919,4.8957609,6.7
 Abkhazia Georgia ,52.3696719,4.8614475,9.2
 Abkhazia Georgia ,52.372787100000004,4.8900059,7.5
 Abkhazia Georgia ,52.3735266,4.8933041,9.2
 Abkhazia Georgia ,52.374142600000006,4.8907741,10.0
 Abkhazia Georgia ,52.3754926,4.892987799999999,7.5
 Abkhazia Georgia ,52.3764175,4.900220099999999,10.0
 Abkhazia Georgia ,52.376752,4.904618,9.2
 Abkhazia Georgia ,52.385601,4.8470597,9.2
 Abkhazia Georgia ,52.3924898,4.8683822,10.0
 Afghanistan ,41.38346729999999,2.1712016,8.8
 Afghanistan ,41.3946775,2.1626380000000003,7.1
 Afghanistan ,41.398932200000004,2.2024182999999997,5.4
 Afghanistan ,48.210285,16.373579,6.3
 Afghanistan ,48.8473459,2.2832407999999997,5.8
 Afghanistan ,51.5153672,-0.1783271,8.3
 Afghanistan ,51.5207945,-0.1310845,5.0
 Afghanistan ,52.354664899999996,4.9131640999999995,8.3
 Albania ,41.368437,2.1901534,10.0
 Albania ,41.3727844,2.1721133999999997,7.5
 Albania ,41.373246200000004,2.1474351,10.0
 Albania ,41.379205299999995,2.1427989,8.3
 Albania ,41.38305820000001,2.1778267000000002,7.3
 Albania ,41.3842838,2.1707092,5.0
 Albania ,41.384663700000004,2.1740902,9.6
 Albania ,41.3860521,2.176157,9.2
 Albania ,41.3865424,2.1969665000000003,7.1
 Albania ,41.388024,2.1731556,10.0
 Albania ,41.389212799999996,2.1726015,6.9
 Albania ,41.3897945,2.1660575,6.699999999999999
 Albania ,41.391362,2.1700953,9.2
 Albania ,41.3916258,2.1716377999999996,8.95
 Albania ,41.392025399999994,2.1554675,7.9
 Albania ,41.393227,2.1927427,9.2
 Albania ,41.3936071,2.1504611000000002,10.0
 Albania ,41.3946775,2.1626380000000003,6.3
 Albania ,41.394924200000005,2.1593099,10.0
 Albania ,41.3961021,2.1794688,10.0
 Albania ,41.3962468,2.1609551,7.1
 Albania ,41.3962658,2.1662152999999997,8.3
 Albania ,41.4031654,2.1231637,9.2
 Albania ,41.404738200000004,2.1727127,9.2
 Albania ,41.4072812,2.1443116,5.8
 Albania ,41.4226648,2.1464261000000002,8.8
 Albania ,45.43784,9.230901,9.6
 Albania ,45.457465500000005,9.1919138,8.3
 Albania ,45.4580137,9.1913676,3.3
 Albania ,45.4580781,9.1924205,8.766666666666666
 Albania ,45.4595203,9.1770004,7.5
 Albania ,45.4608547,9.1886179,9.2
 Albania ,45.4622972,9.1814695,9.6
 Albania ,45.4633289,9.1884242,9.2
 Albania ,45.4635445,9.206864900000001,9.466666666666667
 Albania ,45.4638223,9.1940273,2.9
 Albania ,45.4642651,9.1960569,7.7
 Albania ,45.4644348,9.1952727,7.633333333333333
 Albania ,45.465536799999995,9.1914986,10.0
 Albania ,45.465957,9.192297,10.0
 Albania ,45.46676,9.194293,9.6
 Albania ,45.4670579,9.1427822,10.0
 Albania ,45.4691663,9.1984454,10.0
 Albania ,45.470532,9.193019999999999,7.1
 Albania ,45.4708973,9.1840992,8.15
 Albania ,45.4720654,9.0777871,7.5
 Albania ,45.473801200000004,9.223970199999998,8.3
 Albania ,45.476916700000004,9.196665,5.8
 Albania ,45.477090600000004,9.2054208,2.9
 Albania ,45.4776167,9.2016244,8.55
 Albania ,45.477762299999995,9.203169,9.6
 Albania ,45.4787357,9.204113099999999,5.0
 Albania ,45.4788051,9.1446276,3.3
 Albania ,45.479440600000004,9.209675599999999,7.5
 Albania ,45.482669200000004,9.2034371,10.0
 Albania ,45.483413299999995,9.1666361,9.2
 Albania ,45.4845143,9.205753199999998,9.6
 Albania ,45.4847398,9.2072916,9.2
 Albania ,45.4851889,9.198015,9.2
 Albania ,45.494861,9.141551,8.8
 Albania ,45.4984161,9.1904375,4.6
 Albania ,45.499520000000004,9.206138000000001,8.8
 Albania ,45.500667,9.1445874,8.8
 Albania ,45.501946000000004,9.227756900000001,10.0
 Albania ,45.502453,9.2218364,10.0
 Albania ,45.5099969,9.1739942,9.6
 Albania ,45.511520000000004,9.124130599999999,8.3
 Albania ,45.5257221,9.215003300000001,9.6
 Albania ,45.533137200000006,9.1711019,9.022222222222224
 Albania ,48.15853320000001,16.345111499999998,8.8
 Albania ,48.1629737,16.340402400000002,8.15
 Albania ,48.1791893,16.3625367,8.3
 Albania ,48.185431200000004,16.404884,8.55
 Albania ,48.1868107,16.3440157,5.4
 Albania ,48.191339,16.316587300000002,10.0
 Albania ,48.192379100000004,16.399451199999998,5.0
 Albania ,48.19255820000001,16.3576071,3.8
 Albania ,48.1935235,16.3669145,9.92
 Albania ,48.194529700000004,16.340327,6.3
 Albania ,48.19504439999999,16.3844751,10.0
 Albania ,48.1953229,16.367288199999997,9.6
 Albania ,48.1955998,16.3826989,6.3
 Albania ,48.1964001,16.3958668,9.375
 Albania ,48.196587799999996,16.3413729,7.733333333333332
 Albania ,48.1975497,16.3686397,10.0
 Albania ,48.1979979,16.348331400000003,9.6
 Albania ,48.19835429999999,16.3375246,8.3
 Albania ,48.1990335,16.352505100000002,8.8
 Albania ,48.1996129,16.3773546,6.3
 Albania ,48.200287200000005,16.3547746,6.266666666666666
 Albania ,48.200600099999996,16.3386333,10.0
 Albania ,48.2017277,16.375463,8.95
 Albania ,48.2022415,16.374933600000002,8.95
 Albania ,48.202729600000005,16.3661211,6.300000000000001
 Albania ,48.2035677,16.356445,9.6
 Albania ,48.2037451,16.3356767,10.0
 Albania ,48.2040859,16.3725046,9.6
 Albania ,48.204465500000005,16.3702399,9.0
